,Unnamed: 0,Student,phase,novelty,group,abs_perform_diff_best,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,total,user-requirement,infovis,novelty_score,exploration,Group,len_unique,added_sum
381,391,jsnarvaezb,2,0.712328767123288,1,125.83,jsnarvaezb,0.0,1.0,3.0,2.0,3.0,228.33,20.0,58.33,87.5,0.01851851851851850,1.0,54.0,1.0
382,392,stevenbustos,2,0.714285714285714,1,230.0,stevenbustos,0.0,1.0,0.0,1.0,1.0,103.33,20.0,33.33,0.0,0.0,1.0,6.0,0.0
383,393,fevargasmo,2,0.736842105263158,1,204.16,fevargasmo,2.0,3.0,4.0,4.0,1.0,313.33,80.0,58.33,100.0,0.4897959183673470,1.0,49.0,24.0
384,394,jufcontrerasco,2,0.769230769230769,1,225.0,jufcontrerasco,0.0,0.0,5.0,2.0,3.0,128.33,20.0,33.33,25.0,0.0,1.0,13.0,0.0
385,395,gsuarezc04,2,0.821428571428571,1,200.0,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0,0.0,1.0,41.0,0.0
386,396,jonatan360,2,0.823008849557522,1,105.83,jonatan360,4.0,4.0,6.0,4.0,5.0,332.92,60.0,79.17,93.75,0.33333333333333300,1.0,93.0,21.0
387,397,gfalbarracinr,2,0.825,1,270.83,gfalbarracinr,1.0,1.0,5.0,2.0,1.0,75.0,0.0,25.0,0.0,0.0,1.0,30.0,0.0
388,398,daandradec,2,0.850931677018634,1,20.0,daandradec,2.0,2.0,6.0,2.0,0.0,240.83,20.0,58.33,62.5,0.27210884353741500,1.0,145.0,38.0
389,399,dsbarrerag,2,0.878048780487805,1,0.0,dsbarrerag,0.0,4.0,5.0,2.0,1.0,325.0,100.0,62.5,87.5,0.37735849056603800,1.0,52.0,19.0
390,400,wolfstain,2,0.894366197183099,1,142.5,wolfstain,3.0,3.0,6.0,0.0,3.0,195.0,20.0,25.0,62.5,0.8355555555555560,1.0,223.0,186.0
391,401,miaborjaac,2,0.895287958115183,1,217.5,miaborjaac,0.0,0.0,4.0,1.0,3.0,300.83,80.0,58.33,87.5,0.10784313725490200,1.0,102.0,11.0
392,402,helmeraac,2,0.902654867256637,1,183.33,helmeraac,5.0,4.0,6.0,4.0,2.0,54.17,0.0,29.17,0.0,0.4642857142857140,1.0,84.0,39.0
393,403,ivdgonzalezco,2,0.912903225806452,1,205.0,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,124.17,20.0,29.17,0.0,0.0,1.0,246.0,0.0
394,404,oeroaq,2,0.939879759519038,1,45.0,oeroaq,4.0,4.0,5.0,3.0,7.0,320.83,100.0,58.33,87.5,0.7932960893854750,1.0,713.0,565.0
395,405,aldiazve,2,0.951955651370496,1,122.5,aldiazve,0.0,3.0,6.0,3.0,1.0,229.58,40.0,45.83,68.75,0.0,1.0,1459.0,0.0
396,406,falperezgo,2,0.951955651370496,1,3.32999999999998,falperezgo,4.0,4.0,5.0,3.0,2.0,338.33,80.0,58.33,100.0,0.0,1.0,1944.0,0.0
397,407,jiapulidoar,2,0.953002610966057,1,76.66,jiapulidoar,4.0,4.0,5.0,2.0,2.0,281.67,40.0,66.67,75.0,0.07936507936507940,1.0,251.0,19.0
398,408,jesusfchavarro,2,0.969967151572032,1,44.16,jesusfchavarro,4.0,3.0,6.0,3.0,10.0,345.83,100.0,70.83,100.0,0.025475543478260900,1.0,2931.0,62.0
402,410,crigar,3,0.0,1,263.33,crigar,1.0,0.0,2.0,4.0,0.0,107.5,20.0,25.0,0.0,0.0,1.0,0.0,0.0
403,411,Zeugmax,3,0.0,1,345.83,Zeugmax,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,412,ItsNavi,3,0.0,1,345.83,ItsNavi,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
405,413,andfsanchezlem,3,0.0,1,300.83,andfsanchezlem,0.0,1.0,3.0,1.0,1.0,45.0,20.0,25.0,0.0,0.0,1.0,0.0,0.0
406,414,maikellPardo,3,0.0,1,287.5,maikellPardo,4.0,4.0,4.0,2.0,0.0,75.0,0.0,25.0,25.0,0.0,1.0,0.0,0.0
407,415,diegoaguevarar,3,0.115942028985507,1,20.83,diegoaguevarar,0.0,1.0,5.0,2.0,0.0,312.5,100.0,75.0,62.5,0.0,1.0,137.0,0.0
408,416,joahernandezca,3,0.128571428571429,1,237.5,joahernandezca,1.0,1.0,0.0,0.0,0.0,132.5,20.0,37.5,25.0,0.016000000000000000,1.0,125.0,2.0
409,417,jmhurtadoc,3,0.18,1,225.0,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,116.67,0.0,29.17,25.0,0.0,1.0,150.0,0.0
410,418,Semoralesga,3,0.246809939556749,1,167.5,Semoralesga,4.0,3.0,4.0,2.0,1.0,178.33,20.0,33.33,62.5,0.013495864170657400,1.0,2290.0,24.0
411,419,dfhincapiem,3,0.25,1,238.33,dfhincapiem,4.0,1.0,5.0,1.0,0.0,107.5,20.0,50.0,0.0,0.0,1.0,4.0,0.0
412,420,adamantwharf,3,0.25,1,250.83,,,,,,0.0,95.0,20.0,25.0,0.0,0.0,1.0,3.0,0.0
413,421,jesusfchavarro,3,0.256478405315615,1,0.0,jesusfchavarro,4.0,3.0,6.0,3.0,8.0,333.33,100.0,70.83,87.5,0.018120805369127500,1.0,2975.0,49.0
417,423,oeroaq,3,0.286214581343521,1,25.0,oeroaq,4.0,4.0,5.0,3.0,10.0,350.0,100.0,79.17,95.83,0.7809311224489800,1.0,3110.0,2423.0
418,424,bdcajicam,3,0.484375,1,188.33,bdcajicam,0.0,2.0,5.0,2.0,0.0,174.17,20.0,29.17,62.5,0.0,1.0,36.0,0.0
419,425,gasierram,3,0.484375,1,213.33,gasierram,3.0,4.0,5.0,4.0,2.0,160.83,40.0,58.33,0.0,0.0,1.0,61.0,0.0
420,426,Christian7sr,3,0.5,1,221.66,Christian7sr,3.0,3.0,3.0,2.0,0.0,124.17,20.0,29.17,0.0,0.0,1.0,6.0,0.0
421,427,nabautistal,3,0.625,1,259.16,nabautistal,0.0,0.0,3.0,1.0,1.0,90.83,20.0,33.33,0.0,0.125,1.0,8.0,1.0
422,428,jsnarvaezb,3,0.65625,1,117.5,jsnarvaezb,0.0,1.0,3.0,2.0,7.0,244.17,40.0,54.17,75.0,0.23188405797101500,1.0,68.0,15.0
423,429,jcrubioa,3,0.659025787965616,1,140.41,jcrubioa,0.0,0.0,5.0,2.0,0.0,215.83,20.0,45.83,75.0,0.0,1.0,345.0,0.0
424,430,jufcontrerasco,3,0.666666666666667,1,217.5,jufcontrerasco,0.0,0.0,5.0,2.0,4.0,161.67,20.0,41.67,25.0,0.92,1.0,95.0,87.0
425,431,jsviveroj,3,0.67032967032967,1,52.5,jsviveroj,1.0,3.0,4.0,2.0,5.0,280.83,60.0,58.33,75.0,0.15000000000000000,1.0,60.0,9.0
426,432,JairVillalba,3,0.714285714285714,1,283.33,JairVillalba,1.0,1.0,3.0,2.0,4.0,62.5,0.0,0.0,0.0,0.1842105263157900,1.0,36.0,5.0
427,433,stevenbustos,3,0.719298245614035,1,242.5,stevenbustos,0.0,1.0,0.0,1.0,1.0,115.83,20.0,33.33,0.0,0.7142857142857140,1.0,21.0,15.0
428,434,anfmorenoso,3,0.720588235294118,1,230.0,anfmorenoso,0.0,2.0,5.0,2.0,2.0,178.33,20.0,33.33,50.0,0.5405405405405410,1.0,36.0,19.0
429,435,djguzmanc,3,0.734042553191489,1,40.83,djguzmanc,0.0,5.0,6.0,3.0,6.0,292.29,60.0,79.17,90.63,0.25757575757575800,1.0,65.0,16.0
430,436,fevargasmo,3,0.786885245901639,1,32.5,fevargasmo,2.0,3.0,4.0,4.0,4.0,248.33,40.0,58.33,75.0,0.125,1.0,56.0,7.0
431,437,gcantem,3,0.842105263157895,1,119.16,gcantem,0.0,2.0,5.0,2.0,7.0,264.17,60.0,29.17,75.0,0.8408163265306120,1.0,171.0,132.0
432,438,jonatan360,3,0.846625766871166,1,12.91,jonatan360,4.0,4.0,6.0,4.0,11.0,343.33,60.0,83.33,100.0,0.28125,1.0,127.0,35.0
433,439,gsuarezc04,3,0.855421686746988,1,295.83,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0,0.0,1.0,41.0,0.0
434,440,gfalbarracinr,3,0.85632183908046,1,270.83,gfalbarracinr,1.0,1.0,5.0,2.0,3.0,50.0,0.0,0.0,0.0,0.7747747747747750,1.0,106.0,81.0
435,441,dasalgadob,3,0.870967741935484,1,295.83,dasalgadob,1.0,2.0,4.0,3.0,0.0,225.0,100.0,75.0,0.0,0.0,1.0,9.0,0.0
436,442,dsbarrerag,3,0.880952380952381,1,20.83,dsbarrerag,0.0,4.0,5.0,2.0,1.0,285.0,60.0,62.5,75.0,0.08771929824561410,1.0,57.0,5.0
437,443,miaborjaac,3,0.883333333333333,1,45.0,miaborjaac,0.0,0.0,4.0,1.0,5.0,301.67,80.0,66.67,80.0,0.21138211382113800,1.0,118.0,21.0
438,444,helmeraac,3,0.887096774193548,1,291.66,helmeraac,5.0,4.0,6.0,4.0,2.0,86.67,20.0,29.17,0.0,0.2828282828282830,1.0,86.0,15.0
439,445,wolfstain,3,0.890804597701149,1,150.83,wolfstain,3.0,3.0,6.0,0.0,1.0,203.33,20.0,33.33,62.5,0.06329113924050630,1.0,236.0,14.0
440,446,daandradec,3,0.89556135770235,1,105.0,daandradec,2.0,2.0,6.0,2.0,28.0,318.75,100.0,75.0,68.75,0.5137931034482760,1.0,286.0,145.0
441,447,ivdgonzalezco,3,0.906752411575563,1,221.66,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,165.0,40.0,50.0,0.0,0.03252032520325200,1.0,238.0,0.0
442,448,jiapulidoar,3,0.953002610966057,1,64.16,jiapulidoar,4.0,4.0,5.0,2.0,0.0,277.5,40.0,62.5,75.0,0.0,1.0,251.0,0.0
443,449,falperezgo,3,0.953446191051995,1,7.5,falperezgo,4.0,4.0,5.0,3.0,1.0,277.5,40.0,62.5,75.0,0.03436254980079680,1.0,2003.0,64.0
444,450,aldiazve,3,0.961640396150091,1,116.25,aldiazve,0.0,3.0,6.0,3.0,6.0,260.0,60.0,54.17,58.33,0.6793454223794780,1.0,4513.0,3063.0
445,451,gcantem,4,0.0,1,85.83,gcantem,0.0,2.0,5.0,2.0,24.0,283.33,100.0,70.83,87.5,1.0,1.0,0.0,0.0
446,452,crigar,4,0.0,1,242.5,crigar,1.0,0.0,2.0,4.0,0.0,82.5,20.0,25.0,0.0,0.0,1.0,0.0,0.0
447,453,ItsNavi,4,0.0,1,350.0,ItsNavi,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
448,454,maikellPardo,4,0.0,1,275.0,maikellPardo,4.0,4.0,4.0,2.0,0.0,62.5,0.0,37.5,25.0,0.0,1.0,0.0,0.0
449,455,andfsanchezlem,4,0.0,1,305.0,andfsanchezlem,0.0,1.0,3.0,1.0,0.0,45.0,20.0,25.0,0.0,0.0,1.0,0.0,0.0
450,456,Zeugmax,4,0.0,1,350.0,Zeugmax,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
451,457,joahernandezca,4,0.128571428571429,1,217.5,joahernandezca,1.0,1.0,0.0,0.0,0.0,161.67,20.0,54.17,25.0,0.0,1.0,125.0,0.0
452,458,oeroaq,4,0.175238795003674,1,0.0,oeroaq,4.0,4.0,5.0,3.0,3.0,357.5,100.0,87.5,82.5,0.15288860517076300,1.0,2677.0,23.0
453,459,jmhurtadoc,4,0.190789473684211,1,233.33,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,120.83,0.0,33.33,25.0,0.0,1.0,150.0,0.0
454,460,adamantwharf,4,0.25,1,255.0,,,,,,0.0,107.5,20.0,25.0,0.0,0.0,1.0,3.0,0.0
455,461,dfhincapiem,4,0.25,1,242.5,dfhincapiem,4.0,1.0,5.0,1.0,0.0,107.5,20.0,25.0,25.0,0.0,1.0,4.0,0.0
456,462,Semoralesga,4,0.259491581379993,1,171.67,Semoralesga,4.0,3.0,4.0,2.0,1.0,165.83,20.0,33.33,62.5,0.004784688995215340,1.0,2297.0,9.0
457,463,jesusfchavarro,4,0.262413679710621,1,16.67,jesusfchavarro,4.0,3.0,6.0,3.0,6.0,345.0,100.0,62.5,82.5,0.007676902536715600,1.0,2994.0,21.0
461,465,nabautistal,4,0.388888888888889,1,259.17,nabautistal,0.0,0.0,3.0,1.0,1.0,195.0,20.0,50.0,62.5,0.8431372549019610,1.0,51.0,43.0
462,466,diegoaguevarar,4,0.409090909090909,1,37.5,diegoaguevarar,0.0,1.0,5.0,2.0,2.0,317.5,80.0,62.5,87.5,0.37341772151898700,1.0,120.0,21.0
463,467,bdcajicam,4,0.484375,1,175.83,bdcajicam,0.0,2.0,5.0,2.0,0.0,206.67,40.0,29.17,62.5,0.0,1.0,36.0,0.0
464,468,gasierram,4,0.484375,1,189.17,gasierram,3.0,4.0,5.0,4.0,2.0,190.0,40.0,62.5,25.0,0.0,1.0,61.0,0.0
465,469,helmeraac,4,0.651741293532338,1,263.33,helmeraac,5.0,4.0,6.0,4.0,1.0,87.5,0.0,25.0,0.0,0.6190476190476190,1.0,146.0,82.0
466,470,jsnarvaezb,4,0.65625,1,105.83,jsnarvaezb,0.0,1.0,3.0,2.0,0.0,211.67,20.0,54.17,50.0,0.0,1.0,68.0,0.0
467,471,jcrubioa,4,0.660968660968661,1,134.17,jcrubioa,0.0,0.0,5.0,2.0,0.0,246.25,40.0,50.0,81.25,0.0,1.0,345.0,0.0
468,472,jufcontrerasco,4,0.666666666666667,1,188.33,jufcontrerasco,0.0,0.0,5.0,2.0,0.0,264.17,60.0,79.17,50.0,0.0,1.0,95.0,0.0
469,473,jsviveroj,4,0.68421052631579,1,69.17,jsviveroj,1.0,3.0,4.0,2.0,2.0,331.67,80.0,79.17,72.5,0.0625,1.0,64.0,4.0
470,474,JairVillalba,4,0.72,1,287.5,JairVillalba,1.0,1.0,3.0,2.0,6.0,75.0,0.0,0.0,0.0,0.4,1.0,60.0,24.0
471,475,djguzmanc,4,0.745283018867925,1,57.71,djguzmanc,0.0,5.0,6.0,3.0,0.0,334.17,80.0,79.17,100.0,0.0,1.0,65.0,0.0
472,476,stevenbustos,4,0.759259259259259,1,234.17,stevenbustos,0.0,1.0,0.0,1.0,1.0,198.33,20.0,33.33,70.0,0.47058823529411800,1.0,31.0,13.0
473,477,fevargasmo,4,0.795918367346939,1,101.67,fevargasmo,2.0,3.0,4.0,4.0,2.0,240.0,40.0,50.0,75.0,0.051724137931034500,1.0,57.0,2.0
474,478,dsbarrerag,4,0.805194805194805,1,65.0,dsbarrerag,0.0,4.0,5.0,2.0,1.0,330.0,80.0,70.83,91.67,0.2222222222222220,1.0,71.0,15.0
475,479,anfmorenoso,4,0.815126050420168,1,171.67,anfmorenoso,0.0,2.0,5.0,2.0,1.0,217.5,40.0,37.5,52.5,0.6341463414634150,1.0,76.0,46.0
476,480,jonatan360,4,0.829545454545455,1,6.67000000000002,jonatan360,4.0,4.0,6.0,4.0,9.0,352.5,100.0,75.0,77.5,0.1428571428571430,1.0,146.0,20.0
477,481,gsuarezc04,4,0.858823529411765,1,300.0,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0,0.0,1.0,41.0,0.0
478,482,miaborjaac,4,0.86046511627907,1,48.33,miaborjaac,0.0,0.0,4.0,1.0,6.0,323.33,80.0,70.83,85.0,0.04065040650406500,1.0,123.0,5.0
479,483,gfalbarracinr,4,0.864485981308411,1,300.0,gfalbarracinr,1.0,1.0,5.0,2.0,1.0,100.0,0.0,25.0,0.0,0.10256410256410300,1.0,116.0,11.0
480,484,dasalgadob,4,0.870967741935484,1,125.0,dasalgadob,1.0,2.0,4.0,3.0,0.0,100.0,0.0,25.0,25.0,0.0,1.0,9.0,0.0
481,485,Christian7sr,4,0.88,1,225.83,Christian7sr,3.0,3.0,3.0,2.0,5.0,124.17,20.0,29.17,0.0,0.76,1.0,25.0,19.0
482,486,daandradec,4,0.882640586797066,1,31.25,daandradec,2.0,2.0,6.0,2.0,3.0,336.67,100.0,66.67,95.0,0.0,1.0,286.0,0.0
483,487,wolfstain,4,0.890804597701149,1,146.67,wolfstain,3.0,3.0,6.0,0.0,0.0,197.08,20.0,33.33,56.25,0.0,1.0,236.0,0.0
484,488,ivdgonzalezco,4,0.902077151335312,1,185.0,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,312.5,100.0,50.0,87.5,0.05555555555555560,1.0,252.0,14.0
485,489,jiapulidoar,4,0.952076677316294,1,72.5,jiapulidoar,4.0,4.0,5.0,2.0,2.0,310.0,60.0,83.33,66.67,0.06343283582089550,1.0,268.0,17.0
486,490,aldiazve,4,0.96159179145868,1,90.0,aldiazve,0.0,3.0,6.0,3.0,3.0,236.67,20.0,54.17,75.0,0.0006644518272425070,1.0,4514.0,2.0
487,491,falperezgo,4,0.965675057208238,1,72.5,falperezgo,4.0,4.0,5.0,3.0,1.0,228.33,20.0,45.83,62.5,0.0029865604778497300,1.0,2009.0,6.0
488,492,fffeelipe,1,0.0,0,201.66,fffeelipe,1.0,0.0,5.0,3.0,1.0,172.5,60.0,37.5,0.0,0.0,0.0,0.0,0.0
489,493,jdsolanos,1,0.0,0,238.33,jdsolanos,1.0,1.0,5.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,494,annipi,1,0.0,0,300.83,annipi,1.0,0.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,495,jcneivaa,1,0.0,0,300.83,jcneivaa,0.0,0.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,496,juanescai,1,0.0,0,188.33,juanescai,1.0,2.0,5.0,2.0,1.0,62.5,0.0,25.0,25.0,0.0,0.0,0.0,0.0
493,497,maikellPardoA,1,0.0,0,213.33,maikellPardoA,3.0,3.0,3.0,2.0,1.0,87.5,0.0,25.0,25.0,0.0,0.0,0.0,0.0
494,498,fmbernalb,1,0.0,0,300.83,fmbernalb,1.0,2.0,2.0,1.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,499,yocuervoc,1,0.0,0,300.83,yocuervoc,0.0,1.0,5.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,500,MogGy94,1,0.0,0,288.33,MogGy94,3.0,3.0,4.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,501,katherinsb,1,0.0,0,300.83,katherinsb,1.0,2.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,502,cap182,1,0.0,0,152.5,cap182,0.0,1.0,4.0,2.0,0.0,33.33,0.0,20.83,0.0,0.0,0.0,0.0,0.0
499,503,capinillab,1,0.566666666666667,0,185.0,capinillab,0.0,0.0,0.0,0.0,1.0,247.5,60.0,37.5,87.5,0.65,0.0,20.0,13.0
500,504,CristianLozano,1,0.571428571428571,0,201.66,,,,,,1.0,103.33,20.0,33.33,0.0,0.5714285714285710,0.0,7.0,4.0
501,505,jdsuarezj,1,0.577777777777778,0,138.33,jdsuarezj,1.0,3.0,3.0,2.0,2.0,125.0,0.0,25.0,25.0,0.6590909090909090,0.0,41.0,26.0
502,506,Judgarciani,1,0.58695652173913,0,300.83,Judgarciani,3.0,3.0,4.0,2.0,4.0,86.67,20.0,29.17,0.0,0.3548387096774190,0.0,31.0,11.0
503,507,pcberriop,1,0.648148148148148,0,223.33,pcberriop,0.0,1.0,3.0,2.0,1.0,165.83,20.0,33.33,62.5,0.3584905660377360,0.0,53.0,19.0
504,508,JoseMolano,1,0.653846153846154,0,105.83,JoseMolano,1.0,5.0,4.0,4.0,1.0,145.83,0.0,33.33,25.0,0.9361702127659580,0.0,47.0,44.0
505,509,pipemax85,1,0.681818181818182,0,205.83,pipemax85,1.0,3.0,5.0,2.0,1.0,103.33,20.0,33.33,0.0,0.045454545454545400,0.0,22.0,1.0
506,510,NicolasZon,1,0.695652173913044,0,288.33,NicolasZon,3.0,3.0,3.0,1.0,2.0,100.0,0.0,25.0,25.0,0.07692307692307690,0.0,12.0,0.0
507,511,hsmartineza,1,0.72,0,300.83,hsmartineza,0.0,1.0,3.0,2.0,3.0,86.67,20.0,29.17,0.0,0.34285714285714300,0.0,35.0,12.0
508,512,UNhcrodriguezl,1,0.734567901234568,0,210.0,UNhcrodriguezl,3.0,3.0,5.0,3.0,1.0,190.83,20.0,33.33,62.5,0.6794871794871800,0.0,78.0,53.0
509,513,cdcordobaa,1,0.760869565217391,0,210.0,cdcordobaa,2.0,4.0,5.0,2.0,1.0,190.83,20.0,33.33,62.5,0.4375,0.0,32.0,14.0
510,514,lfvalderrama,1,0.764705882352941,0,225.83,lfvalderrama,0.0,3.0,5.0,2.0,2.0,141.67,0.0,41.67,25.0,0.275,0.0,40.0,11.0
511,515,DglyP,1,0.777777777777778,0,300.83,DglyP,1.0,3.0,4.0,3.0,5.0,123.33,40.0,45.83,0.0,0.8333333333333330,0.0,24.0,20.0
512,516,bsgarciac,1,0.779411764705882,0,193.33,bsgarciac,0.0,3.0,4.0,2.0,1.0,231.67,40.0,41.67,87.5,0.35,0.0,60.0,21.0
513,517,sacastroc,1,0.788461538461538,0,225.83,sacastroc,1.0,2.0,4.0,2.0,3.0,203.33,20.0,33.33,62.5,0.8333333333333330,0.0,42.0,35.0
514,518,odprietoh,1,0.791666666666667,0,275.83,odprietoh,4.0,4.0,5.0,2.0,0.0,62.5,0.0,25.0,25.0,0.0,0.0,69.0,0.0
515,519,jjrodriguezn,1,0.806451612903226,0,300.83,jjrodriguezn,2.0,2.0,3.0,1.0,1.0,111.67,20.0,29.17,0.0,1.0,0.0,19.0,19.0
