,Unnamed: 0,Student,phase,novelty,group,abs_perform_diff_best,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,total,user-requirement,infovis,novelty_score
320,337,diegoaguevarar,1,0.188405797101449,1,241.67,diegoaguevarar,0.0,1.0,5.0,2.0,1.0,219.17,40.0,54.17,50.0
321,338,gcantem,1,0.195652173913043,1,0.0,gcantem,0.0,2.0,5.0,2.0,0.0,251.67,60.0,41.67,87.5
322,339,jmhurtadoc,1,0.234567901234568,1,166.67,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,87.5,0.0,25.0,0.0
323,340,dfhincapiem,1,0.25,1,329.17,dfhincapiem,4.0,1.0,5.0,1.0,1.0,128.33,20.0,58.33,0.0
324,341,fevargasmo,1,0.545454545454545,1,164.17,fevargasmo,2.0,3.0,4.0,4.0,4.0,129.17,0.0,29.17,25.0
325,342,anfmorenoso,1,0.548387096774194,1,231.67,anfmorenoso,0.0,2.0,5.0,2.0,2.0,115.83,20.0,33.33,0.0
326,343,dasalgadob,1,0.555555555555556,1,229.17,dasalgadob,1.0,2.0,4.0,3.0,0.0,75.0,0.0,25.0,0.0
327,344,gasierram,1,0.555555555555556,1,134.17,gasierram,3.0,4.0,5.0,4.0,1.0,140.83,20.0,33.33,25.0
328,345,JairVillalba,1,0.5625,1,266.67,JairVillalba,1.0,1.0,3.0,2.0,7.0,62.5,0.0,0.0,0.0
329,346,Semoralesga,1,0.595238095238095,1,263.34,Semoralesga,4.0,3.0,4.0,2.0,1.0,190.83,20.0,33.33,62.5
330,347,jsnarvaezb,1,0.619047619047619,1,155.0,jsnarvaezb,0.0,1.0,3.0,2.0,8.0,207.5,20.0,50.0,75.0
331,348,stevenbustos,1,0.625,1,196.67,stevenbustos,0.0,1.0,0.0,1.0,1.0,103.33,20.0,33.33,0.0
332,349,jsviveroj,1,0.63265306122449,1,225.84,jsviveroj,1.0,3.0,4.0,2.0,3.0,153.33,20.0,33.33,25.0
333,350,jcrubioa,1,0.663888888888889,1,192.5,jcrubioa,0.0,0.0,5.0,2.0,1.0,187.5,0.0,25.0,87.5
334,351,wolfstain,1,0.680851063829787,1,255.0,wolfstain,3.0,3.0,6.0,0.0,3.0,190.83,20.0,33.33,62.5
335,352,djguzmanc,1,0.716981132075472,1,48.34,djguzmanc,0.0,5.0,6.0,3.0,3.0,266.25,60.0,62.5,81.25
336,353,gsuarezc04,1,0.763636363636364,1,329.17,gsuarezc04,1.0,1.0,3.0,2.0,1.0,133.33,0.0,20.83,75.0
337,354,jufcontrerasco,1,0.769230769230769,1,237.5,jufcontrerasco,0.0,0.0,5.0,2.0,1.0,108.33,0.0,33.33,25.0
338,355,gfalbarracinr,1,0.813953488372093,1,266.67,gfalbarracinr,1.0,1.0,5.0,2.0,2.0,62.5,0.0,25.0,0.0
339,356,jonatan360,1,0.824742268041237,1,43.34,jonatan360,4.0,4.0,6.0,4.0,0.0,227.5,40.0,37.5,62.5
340,357,daandradec,1,0.843137254901961,1,191.67,daandradec,2.0,2.0,6.0,2.0,0.0,313.33,80.0,58.33,87.5
341,358,dsbarrerag,1,0.85,1,103.34,dsbarrerag,0.0,4.0,5.0,2.0,1.0,333.33,100.0,70.83,87.5
342,359,helmeraac,1,0.862068965517241,1,259.17,helmeraac,5.0,4.0,6.0,4.0,2.0,150.0,0.0,25.0,87.5
343,360,oeroaq,1,0.87890625,1,98.34,oeroaq,4.0,4.0,5.0,3.0,5.0,288.33,80.0,58.33,75.0
344,361,miaborjaac,1,0.909090909090909,1,209.17,miaborjaac,0.0,0.0,4.0,1.0,2.0,115.83,20.0,33.33,0.0
345,362,ivdgonzalezco,1,0.927335640138408,1,329.17,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,128.33,20.0,33.33,0.0
346,363,jiapulidoar,1,0.953551912568306,1,110.0,jiapulidoar,4.0,4.0,5.0,2.0,4.0,256.67,40.0,41.67,75.0
347,364,aldiazve,1,0.964223889209463,1,209.17,aldiazve,0.0,3.0,6.0,3.0,4.0,210.83,40.0,45.83,50.0
348,365,falperezgo,1,0.965986394557823,1,72.5,falperezgo,4.0,4.0,5.0,3.0,2.0,330.0,80.0,62.5,87.5
349,366,jesusfchavarro,1,0.978412698412698,1,80.84,jesusfchavarro,4.0,3.0,6.0,3.0,7.0,289.17,60.0,66.67,87.5
350,366,jesusfchavarro,1,0.978412698412698,1,80.84,jesusfchavarro,4.0,3.0,6.0,3.0,7.0,289.17,60.0,66.67,87.5
351,367,jesusfchavarro,1,0.978412698412698,1,80.84,jesusfchavarro,5.0,3.0,6.0,3.0,7.0,289.17,60.0,66.67,87.5
352,367,jesusfchavarro,1,0.978412698412698,1,80.84,jesusfchavarro,5.0,3.0,6.0,3.0,7.0,289.17,60.0,66.67,87.5
353,368,Christian7sr,1,1.0,1,255.0,Christian7sr,3.0,3.0,3.0,2.0,2.0,111.67,20.0,29.17,0.0
354,369,Zeugmax,2,0.0,1,320.83,Zeugmax,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
355,370,maikellPardo,2,0.0,1,270.83,maikellPardo,4.0,4.0,4.0,2.0,0.0,58.33,0.0,33.33,25.0
356,371,ItsNavi,2,0.0,1,320.83,ItsNavi,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
357,372,crigar,2,0.0,1,238.33,crigar,1.0,0.0,2.0,4.0,0.0,82.5,20.0,25.0,0.0
358,373,andfsanchezlem,2,0.0,1,275.83,andfsanchezlem,0.0,1.0,3.0,1.0,1.0,45.0,20.0,25.0,0.0
359,374,adamantwharf,2,0.0,1,238.33,,,,,,0.0,95.0,20.0,25.0,0.0
360,375,joahernandezca,2,0.115942028985507,1,258.33,joahernandezca,1.0,1.0,0.0,0.0,1.0,108.33,0.0,33.33,25.0
361,376,diegoaguevarar,2,0.115942028985507,1,114.16,diegoaguevarar,0.0,1.0,5.0,2.0,1.0,325.0,100.0,62.5,87.5
362,377,gcantem,2,0.15625,1,81.66,gcantem,0.0,2.0,5.0,2.0,0.0,226.67,60.0,29.17,75.0
363,378,jmhurtadoc,2,0.18,1,245.83,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,120.83,0.0,33.33,25.0
364,379,Semoralesga,2,0.233379026730637,1,142.5,Semoralesga,4.0,3.0,4.0,2.0,2.0,178.33,20.0,33.33,62.5
365,380,dfhincapiem,2,0.25,1,205.0,dfhincapiem,4.0,1.0,5.0,1.0,0.0,107.5,20.0,50.0,0.0
366,381,Christian7sr,2,0.5,1,221.66,Christian7sr,3.0,3.0,3.0,2.0,1.0,124.17,20.0,29.17,0.0
367,382,dasalgadob,2,0.555555555555556,1,258.33,dasalgadob,1.0,2.0,4.0,3.0,0.0,50.0,0.0,0.0,0.0
368,383,gasierram,2,0.5625,1,192.5,gasierram,3.0,4.0,5.0,4.0,1.0,132.5,20.0,50.0,0.0
369,384,nabautistal,2,0.571428571428571,1,234.16,nabautistal,0.0,0.0,3.0,1.0,1.0,86.67,20.0,29.17,0.0
370,385,JairVillalba,2,0.651162790697675,1,270.83,JairVillalba,1.0,1.0,3.0,2.0,5.0,62.5,0.0,0.0,0.0
371,386,bdcajicam,2,0.651515151515152,1,238.33,bdcajicam,0.0,2.0,5.0,2.0,1.0,157.5,20.0,25.0,62.5
372,387,jcrubioa,2,0.659025787965616,1,145.83,jcrubioa,0.0,0.0,5.0,2.0,0.0,205.42,20.0,29.17,81.25
373,388,anfmorenoso,2,0.674418604651163,1,217.5,anfmorenoso,0.0,2.0,5.0,2.0,1.0,115.83,20.0,33.33,0.0
374,389,jsviveroj,2,0.695652173913044,1,180.0,jsviveroj,1.0,3.0,4.0,2.0,3.0,293.33,60.0,58.33,87.5
375,390,djguzmanc,2,0.706896551724138,1,67.08,djguzmanc,0.0,5.0,6.0,3.0,3.0,305.0,80.0,62.5,100.0
376,391,jsnarvaezb,2,0.712328767123288,1,125.83,jsnarvaezb,0.0,1.0,3.0,2.0,3.0,228.33,20.0,58.33,87.5
377,392,stevenbustos,2,0.714285714285714,1,230.0,stevenbustos,0.0,1.0,0.0,1.0,1.0,103.33,20.0,33.33,0.0
378,393,fevargasmo,2,0.736842105263158,1,204.16,fevargasmo,2.0,3.0,4.0,4.0,1.0,313.33,80.0,58.33,100.0
379,394,jufcontrerasco,2,0.769230769230769,1,225.0,jufcontrerasco,0.0,0.0,5.0,2.0,3.0,128.33,20.0,33.33,25.0
380,395,gsuarezc04,2,0.821428571428571,1,200.0,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0
381,396,jonatan360,2,0.823008849557522,1,105.83,jonatan360,4.0,4.0,6.0,4.0,5.0,332.92,60.0,79.17,93.75
382,397,gfalbarracinr,2,0.825,1,270.83,gfalbarracinr,1.0,1.0,5.0,2.0,1.0,75.0,0.0,25.0,0.0
383,398,daandradec,2,0.850931677018634,1,20.0,daandradec,2.0,2.0,6.0,2.0,0.0,240.83,20.0,58.33,62.5
384,399,dsbarrerag,2,0.878048780487805,1,0.0,dsbarrerag,0.0,4.0,5.0,2.0,1.0,325.0,100.0,62.5,87.5
385,400,wolfstain,2,0.894366197183099,1,142.5,wolfstain,3.0,3.0,6.0,0.0,3.0,195.0,20.0,25.0,62.5
386,401,miaborjaac,2,0.895287958115183,1,217.5,miaborjaac,0.0,0.0,4.0,1.0,3.0,300.83,80.0,58.33,87.5
387,402,helmeraac,2,0.902654867256637,1,183.33,helmeraac,5.0,4.0,6.0,4.0,2.0,54.17,0.0,29.17,0.0
388,403,ivdgonzalezco,2,0.912903225806452,1,205.0,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,124.17,20.0,29.17,0.0
389,404,oeroaq,2,0.939879759519038,1,45.0,oeroaq,4.0,4.0,5.0,3.0,7.0,320.83,100.0,58.33,87.5
390,405,aldiazve,2,0.951955651370496,1,122.5,aldiazve,0.0,3.0,6.0,3.0,1.0,229.58,40.0,45.83,68.75
391,406,falperezgo,2,0.951955651370496,1,3.32999999999998,falperezgo,4.0,4.0,5.0,3.0,2.0,338.33,80.0,58.33,100.0
392,407,jiapulidoar,2,0.953002610966057,1,76.66,jiapulidoar,4.0,4.0,5.0,2.0,2.0,281.67,40.0,66.67,75.0
393,408,jesusfchavarro,2,0.969967151572032,1,44.16,jesusfchavarro,4.0,3.0,6.0,3.0,10.0,345.83,100.0,70.83,100.0
394,408,jesusfchavarro,2,0.969967151572032,1,44.16,jesusfchavarro,4.0,3.0,6.0,3.0,10.0,345.83,100.0,70.83,100.0
395,409,jesusfchavarro,2,0.969967151572032,1,44.16,jesusfchavarro,5.0,3.0,6.0,3.0,10.0,345.83,100.0,70.83,100.0
396,409,jesusfchavarro,2,0.969967151572032,1,44.16,jesusfchavarro,5.0,3.0,6.0,3.0,10.0,345.83,100.0,70.83,100.0
397,410,crigar,3,0.0,1,263.33,crigar,1.0,0.0,2.0,4.0,0.0,107.5,20.0,25.0,0.0
398,411,Zeugmax,3,0.0,1,345.83,Zeugmax,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
399,412,ItsNavi,3,0.0,1,345.83,ItsNavi,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
400,413,andfsanchezlem,3,0.0,1,300.83,andfsanchezlem,0.0,1.0,3.0,1.0,1.0,45.0,20.0,25.0,0.0
401,414,maikellPardo,3,0.0,1,287.5,maikellPardo,4.0,4.0,4.0,2.0,0.0,75.0,0.0,25.0,25.0
402,415,diegoaguevarar,3,0.115942028985507,1,20.83,diegoaguevarar,0.0,1.0,5.0,2.0,0.0,312.5,100.0,75.0,62.5
403,416,joahernandezca,3,0.128571428571429,1,237.5,joahernandezca,1.0,1.0,0.0,0.0,0.0,132.5,20.0,37.5,25.0
404,417,jmhurtadoc,3,0.18,1,225.0,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,116.67,0.0,29.17,25.0
405,418,Semoralesga,3,0.246809939556749,1,167.5,Semoralesga,4.0,3.0,4.0,2.0,1.0,178.33,20.0,33.33,62.5
406,419,dfhincapiem,3,0.25,1,238.33,dfhincapiem,4.0,1.0,5.0,1.0,0.0,107.5,20.0,50.0,0.0
407,420,adamantwharf,3,0.25,1,250.83,,,,,,0.0,95.0,20.0,25.0,0.0
408,421,jesusfchavarro,3,0.256478405315615,1,0.0,jesusfchavarro,4.0,3.0,6.0,3.0,8.0,333.33,100.0,70.83,87.5
409,421,jesusfchavarro,3,0.256478405315615,1,0.0,jesusfchavarro,4.0,3.0,6.0,3.0,8.0,333.33,100.0,70.83,87.5
410,422,jesusfchavarro,3,0.256478405315615,1,0.0,jesusfchavarro,5.0,3.0,6.0,3.0,8.0,333.33,100.0,70.83,87.5
411,422,jesusfchavarro,3,0.256478405315615,1,0.0,jesusfchavarro,5.0,3.0,6.0,3.0,8.0,333.33,100.0,70.83,87.5
412,423,oeroaq,3,0.286214581343521,1,25.0,oeroaq,4.0,4.0,5.0,3.0,10.0,350.0,100.0,79.17,95.83
413,424,bdcajicam,3,0.484375,1,188.33,bdcajicam,0.0,2.0,5.0,2.0,0.0,174.17,20.0,29.17,62.5
414,425,gasierram,3,0.484375,1,213.33,gasierram,3.0,4.0,5.0,4.0,2.0,160.83,40.0,58.33,0.0
415,426,Christian7sr,3,0.5,1,221.66,Christian7sr,3.0,3.0,3.0,2.0,0.0,124.17,20.0,29.17,0.0
416,427,nabautistal,3,0.625,1,259.16,nabautistal,0.0,0.0,3.0,1.0,1.0,90.83,20.0,33.33,0.0
417,428,jsnarvaezb,3,0.65625,1,117.5,jsnarvaezb,0.0,1.0,3.0,2.0,7.0,244.17,40.0,54.17,75.0
418,429,jcrubioa,3,0.659025787965616,1,140.41,jcrubioa,0.0,0.0,5.0,2.0,0.0,215.83,20.0,45.83,75.0
419,430,jufcontrerasco,3,0.666666666666667,1,217.5,jufcontrerasco,0.0,0.0,5.0,2.0,4.0,161.67,20.0,41.67,25.0
420,431,jsviveroj,3,0.67032967032967,1,52.5,jsviveroj,1.0,3.0,4.0,2.0,5.0,280.83,60.0,58.33,75.0
421,432,JairVillalba,3,0.714285714285714,1,283.33,JairVillalba,1.0,1.0,3.0,2.0,4.0,62.5,0.0,0.0,0.0
422,433,stevenbustos,3,0.719298245614035,1,242.5,stevenbustos,0.0,1.0,0.0,1.0,1.0,115.83,20.0,33.33,0.0
423,434,anfmorenoso,3,0.720588235294118,1,230.0,anfmorenoso,0.0,2.0,5.0,2.0,2.0,178.33,20.0,33.33,50.0
424,435,djguzmanc,3,0.734042553191489,1,40.83,djguzmanc,0.0,5.0,6.0,3.0,6.0,292.29,60.0,79.17,90.63
425,436,fevargasmo,3,0.786885245901639,1,32.5,fevargasmo,2.0,3.0,4.0,4.0,4.0,248.33,40.0,58.33,75.0
426,437,gcantem,3,0.842105263157895,1,119.16,gcantem,0.0,2.0,5.0,2.0,7.0,264.17,60.0,29.17,75.0
427,438,jonatan360,3,0.846625766871166,1,12.91,jonatan360,4.0,4.0,6.0,4.0,11.0,343.33,60.0,83.33,100.0
428,439,gsuarezc04,3,0.855421686746988,1,295.83,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0
429,440,gfalbarracinr,3,0.85632183908046,1,270.83,gfalbarracinr,1.0,1.0,5.0,2.0,3.0,50.0,0.0,0.0,0.0
430,441,dasalgadob,3,0.870967741935484,1,295.83,dasalgadob,1.0,2.0,4.0,3.0,0.0,225.0,100.0,75.0,0.0
431,442,dsbarrerag,3,0.880952380952381,1,20.83,dsbarrerag,0.0,4.0,5.0,2.0,1.0,285.0,60.0,62.5,75.0
432,443,miaborjaac,3,0.883333333333333,1,45.0,miaborjaac,0.0,0.0,4.0,1.0,5.0,301.67,80.0,66.67,80.0
433,444,helmeraac,3,0.887096774193548,1,291.66,helmeraac,5.0,4.0,6.0,4.0,2.0,86.67,20.0,29.17,0.0
434,445,wolfstain,3,0.890804597701149,1,150.83,wolfstain,3.0,3.0,6.0,0.0,1.0,203.33,20.0,33.33,62.5
435,446,daandradec,3,0.89556135770235,1,105.0,daandradec,2.0,2.0,6.0,2.0,28.0,318.75,100.0,75.0,68.75
436,447,ivdgonzalezco,3,0.906752411575563,1,221.66,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,165.0,40.0,50.0,0.0
437,448,jiapulidoar,3,0.953002610966057,1,64.16,jiapulidoar,4.0,4.0,5.0,2.0,0.0,277.5,40.0,62.5,75.0
438,449,falperezgo,3,0.953446191051995,1,7.5,falperezgo,4.0,4.0,5.0,3.0,1.0,277.5,40.0,62.5,75.0
439,450,aldiazve,3,0.961640396150091,1,116.25,aldiazve,0.0,3.0,6.0,3.0,6.0,260.0,60.0,54.17,58.33
440,451,gcantem,4,0.0,1,85.83,gcantem,0.0,2.0,5.0,2.0,24.0,283.33,100.0,70.83,87.5
441,452,crigar,4,0.0,1,242.5,crigar,1.0,0.0,2.0,4.0,0.0,82.5,20.0,25.0,0.0
442,453,ItsNavi,4,0.0,1,350.0,ItsNavi,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
443,454,maikellPardo,4,0.0,1,275.0,maikellPardo,4.0,4.0,4.0,2.0,0.0,62.5,0.0,37.5,25.0
444,455,andfsanchezlem,4,0.0,1,305.0,andfsanchezlem,0.0,1.0,3.0,1.0,0.0,45.0,20.0,25.0,0.0
445,456,Zeugmax,4,0.0,1,350.0,Zeugmax,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
446,457,joahernandezca,4,0.128571428571429,1,217.5,joahernandezca,1.0,1.0,0.0,0.0,0.0,161.67,20.0,54.17,25.0
447,458,oeroaq,4,0.175238795003674,1,0.0,oeroaq,4.0,4.0,5.0,3.0,3.0,357.5,100.0,87.5,82.5
448,459,jmhurtadoc,4,0.190789473684211,1,233.33,jmhurtadoc,6.0,6.0,6.0,2.0,0.0,120.83,0.0,33.33,25.0
449,460,adamantwharf,4,0.25,1,255.0,,,,,,0.0,107.5,20.0,25.0,0.0
450,461,dfhincapiem,4,0.25,1,242.5,dfhincapiem,4.0,1.0,5.0,1.0,0.0,107.5,20.0,25.0,25.0
451,462,Semoralesga,4,0.259491581379993,1,171.67,Semoralesga,4.0,3.0,4.0,2.0,1.0,165.83,20.0,33.33,62.5
452,463,jesusfchavarro,4,0.262413679710621,1,16.67,jesusfchavarro,4.0,3.0,6.0,3.0,6.0,345.0,100.0,62.5,82.5
453,463,jesusfchavarro,4,0.262413679710621,1,16.67,jesusfchavarro,4.0,3.0,6.0,3.0,6.0,345.0,100.0,62.5,82.5
454,464,jesusfchavarro,4,0.262413679710621,1,16.67,jesusfchavarro,5.0,3.0,6.0,3.0,6.0,345.0,100.0,62.5,82.5
455,464,jesusfchavarro,4,0.262413679710621,1,16.67,jesusfchavarro,5.0,3.0,6.0,3.0,6.0,345.0,100.0,62.5,82.5
456,465,nabautistal,4,0.388888888888889,1,259.17,nabautistal,0.0,0.0,3.0,1.0,1.0,195.0,20.0,50.0,62.5
457,466,diegoaguevarar,4,0.409090909090909,1,37.5,diegoaguevarar,0.0,1.0,5.0,2.0,2.0,317.5,80.0,62.5,87.5
458,467,bdcajicam,4,0.484375,1,175.83,bdcajicam,0.0,2.0,5.0,2.0,0.0,206.67,40.0,29.17,62.5
459,468,gasierram,4,0.484375,1,189.17,gasierram,3.0,4.0,5.0,4.0,2.0,190.0,40.0,62.5,25.0
460,469,helmeraac,4,0.651741293532338,1,263.33,helmeraac,5.0,4.0,6.0,4.0,1.0,87.5,0.0,25.0,0.0
461,470,jsnarvaezb,4,0.65625,1,105.83,jsnarvaezb,0.0,1.0,3.0,2.0,0.0,211.67,20.0,54.17,50.0
462,471,jcrubioa,4,0.660968660968661,1,134.17,jcrubioa,0.0,0.0,5.0,2.0,0.0,246.25,40.0,50.0,81.25
463,472,jufcontrerasco,4,0.666666666666667,1,188.33,jufcontrerasco,0.0,0.0,5.0,2.0,0.0,264.17,60.0,79.17,50.0
464,473,jsviveroj,4,0.68421052631579,1,69.17,jsviveroj,1.0,3.0,4.0,2.0,2.0,331.67,80.0,79.17,72.5
465,474,JairVillalba,4,0.72,1,287.5,JairVillalba,1.0,1.0,3.0,2.0,6.0,75.0,0.0,0.0,0.0
466,475,djguzmanc,4,0.745283018867925,1,57.71,djguzmanc,0.0,5.0,6.0,3.0,0.0,334.17,80.0,79.17,100.0
467,476,stevenbustos,4,0.759259259259259,1,234.17,stevenbustos,0.0,1.0,0.0,1.0,1.0,198.33,20.0,33.33,70.0
468,477,fevargasmo,4,0.795918367346939,1,101.67,fevargasmo,2.0,3.0,4.0,4.0,2.0,240.0,40.0,50.0,75.0
469,478,dsbarrerag,4,0.805194805194805,1,65.0,dsbarrerag,0.0,4.0,5.0,2.0,1.0,330.0,80.0,70.83,91.67
470,479,anfmorenoso,4,0.815126050420168,1,171.67,anfmorenoso,0.0,2.0,5.0,2.0,1.0,217.5,40.0,37.5,52.5
471,480,jonatan360,4,0.829545454545455,1,6.67000000000002,jonatan360,4.0,4.0,6.0,4.0,9.0,352.5,100.0,75.0,77.5
472,481,gsuarezc04,4,0.858823529411765,1,300.0,gsuarezc04,1.0,1.0,3.0,2.0,0.0,50.0,0.0,25.0,0.0
473,482,miaborjaac,4,0.86046511627907,1,48.33,miaborjaac,0.0,0.0,4.0,1.0,6.0,323.33,80.0,70.83,85.0
474,483,gfalbarracinr,4,0.864485981308411,1,300.0,gfalbarracinr,1.0,1.0,5.0,2.0,1.0,100.0,0.0,25.0,0.0
475,484,dasalgadob,4,0.870967741935484,1,125.0,dasalgadob,1.0,2.0,4.0,3.0,0.0,100.0,0.0,25.0,25.0
476,485,Christian7sr,4,0.88,1,225.83,Christian7sr,3.0,3.0,3.0,2.0,5.0,124.17,20.0,29.17,0.0
477,486,daandradec,4,0.882640586797066,1,31.25,daandradec,2.0,2.0,6.0,2.0,3.0,336.67,100.0,66.67,95.0
