,Unnamed: 0,Student,phase,novelty,group,abs_perform_diff_best,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,total,user-requirement,infovis,novelty_score
478,487,wolfstain,4,0.890804597701149,1,146.67,wolfstain,3.0,3.0,6.0,0.0,0.0,197.08,20.0,33.33,56.25
479,488,ivdgonzalezco,4,0.902077151335312,1,185.0,ivdgonzalezco,1.0,4.0,4.0,2.0,1.0,312.5,100.0,50.0,87.5
480,489,jiapulidoar,4,0.952076677316294,1,72.5,jiapulidoar,4.0,4.0,5.0,2.0,2.0,310.0,60.0,83.33,66.67
481,490,aldiazve,4,0.96159179145868,1,90.0,aldiazve,0.0,3.0,6.0,3.0,3.0,236.67,20.0,54.17,75.0
482,491,falperezgo,4,0.965675057208238,1,72.5,falperezgo,4.0,4.0,5.0,3.0,1.0,228.33,20.0,45.83,62.5
483,492,fffeelipe,1,0.0,0,201.66,fffeelipe,1.0,0.0,5.0,3.0,1.0,172.5,60.0,37.5,0.0
484,493,jdsolanos,1,0.0,0,238.33,jdsolanos,1.0,1.0,5.0,2.0,0.0,12.5,0.0,0.0,0.0
485,494,annipi,1,0.0,0,300.83,annipi,1.0,0.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0
486,495,jcneivaa,1,0.0,0,300.83,jcneivaa,0.0,0.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0
487,496,juanescai,1,0.0,0,188.33,juanescai,1.0,2.0,5.0,2.0,1.0,62.5,0.0,25.0,25.0
488,497,maikellPardoA,1,0.0,0,213.33,maikellPardoA,3.0,3.0,3.0,2.0,1.0,87.5,0.0,25.0,25.0
489,498,fmbernalb,1,0.0,0,300.83,fmbernalb,1.0,2.0,2.0,1.0,0.0,12.5,0.0,0.0,0.0
490,499,yocuervoc,1,0.0,0,300.83,yocuervoc,0.0,1.0,5.0,2.0,0.0,12.5,0.0,0.0,0.0
491,500,MogGy94,1,0.0,0,288.33,MogGy94,3.0,3.0,4.0,0.0,0.0,12.5,0.0,0.0,0.0
492,501,katherinsb,1,0.0,0,300.83,katherinsb,1.0,2.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0
493,502,cap182,1,0.0,0,152.5,cap182,0.0,1.0,4.0,2.0,0.0,33.33,0.0,20.83,0.0
494,503,capinillab,1,0.566666666666667,0,185.0,capinillab,0.0,0.0,0.0,0.0,1.0,247.5,60.0,37.5,87.5
495,504,CristianLozano,1,0.571428571428571,0,201.66,,,,,,1.0,103.33,20.0,33.33,0.0
496,505,jdsuarezj,1,0.577777777777778,0,138.33,jdsuarezj,1.0,3.0,3.0,2.0,2.0,125.0,0.0,25.0,25.0
497,506,Judgarciani,1,0.58695652173913,0,300.83,Judgarciani,3.0,3.0,4.0,2.0,4.0,86.67,20.0,29.17,0.0
498,507,pcberriop,1,0.648148148148148,0,223.33,pcberriop,0.0,1.0,3.0,2.0,1.0,165.83,20.0,33.33,62.5
499,508,JoseMolano,1,0.653846153846154,0,105.83,JoseMolano,1.0,5.0,4.0,4.0,1.0,145.83,0.0,33.33,25.0
500,509,pipemax85,1,0.681818181818182,0,205.83,pipemax85,1.0,3.0,5.0,2.0,1.0,103.33,20.0,33.33,0.0
501,510,NicolasZon,1,0.695652173913044,0,288.33,NicolasZon,3.0,3.0,3.0,1.0,2.0,100.0,0.0,25.0,25.0
502,511,hsmartineza,1,0.72,0,300.83,hsmartineza,0.0,1.0,3.0,2.0,3.0,86.67,20.0,29.17,0.0
503,512,UNhcrodriguezl,1,0.734567901234568,0,210.0,UNhcrodriguezl,3.0,3.0,5.0,3.0,1.0,190.83,20.0,33.33,62.5
504,513,cdcordobaa,1,0.760869565217391,0,210.0,cdcordobaa,2.0,4.0,5.0,2.0,1.0,190.83,20.0,33.33,62.5
505,514,lfvalderrama,1,0.764705882352941,0,225.83,lfvalderrama,0.0,3.0,5.0,2.0,2.0,141.67,0.0,41.67,25.0
506,515,DglyP,1,0.777777777777778,0,300.83,DglyP,1.0,3.0,4.0,3.0,5.0,123.33,40.0,45.83,0.0
507,516,bsgarciac,1,0.779411764705882,0,193.33,bsgarciac,0.0,3.0,4.0,2.0,1.0,231.67,40.0,41.67,87.5
508,517,sacastroc,1,0.788461538461538,0,225.83,sacastroc,1.0,2.0,4.0,2.0,3.0,203.33,20.0,33.33,62.5
509,518,odprietoh,1,0.791666666666667,0,275.83,odprietoh,4.0,4.0,5.0,2.0,0.0,62.5,0.0,25.0,25.0
510,519,jjrodriguezn,1,0.806451612903226,0,300.83,jjrodriguezn,2.0,2.0,3.0,1.0,1.0,111.67,20.0,29.17,0.0
511,520,gabi04,1,0.826086956521739,0,300.83,gabi04,0.0,0.0,5.0,2.0,4.0,62.5,0.0,25.0,0.0
512,521,camilo654,1,0.833333333333333,0,226.66,camilo654,0.0,1.0,4.0,2.0,1.0,195.0,20.0,25.0,87.5
513,522,mnguzmanc,1,0.83495145631068,0,213.33,mnguzmanc,2.0,1.0,3.0,2.0,4.0,220.0,20.0,37.5,75.0
514,523,Moimolcp,1,0.836734693877551,0,275.83,Moimolcp,1.0,1.0,5.0,1.0,2.0,120.83,0.0,33.33,25.0
515,524,leavendanoro,1,0.84,0,263.33,leavendanoro,0.0,1.0,4.0,1.0,5.0,112.5,0.0,25.0,25.0
516,525,camilo13152,1,0.85,0,271.66,camilo13152,3.0,5.0,5.0,2.0,5.0,103.33,20.0,33.33,0.0
517,526,juandavidro,1,0.852713178294574,0,0.0,juandavidro,1.0,2.0,2.0,2.0,1.0,128.33,20.0,33.33,25.0
518,527,janoguerab,1,0.857142857142857,0,300.83,janoguerab,3.0,3.0,4.0,2.0,1.0,86.67,20.0,29.17,0.0
519,528,jmcuestasb,1,0.887323943661972,0,250.83,jmcuestasb,1.0,3.0,4.0,2.0,6.0,140.83,20.0,33.33,25.0
520,529,CamiloRueda,1,0.936170212765958,0,300.83,CamiloRueda,3.0,3.0,6.0,1.0,3.0,62.5,0.0,25.0,0.0
521,530,jdsolanos,2,0.0,0,235.0,jdsolanos,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
522,531,fmbernalb,2,0.0,0,235.0,fmbernalb,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
523,532,juanescai,2,0.0,0,185.0,juanescai,1.0,2.0,5.0,2.0,1.0,61.67,20.0,41.67,0.0
524,533,maikellPardoA,2,0.0,0,160.0,maikellPardoA,3.0,3.0,3.0,2.0,1.0,83.33,0.0,33.33,25.0
525,534,annipi,2,0.0,0,235.0,annipi,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
526,535,yocuervoc,2,0.0,0,235.0,yocuervoc,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
527,536,katherinsb,2,0.0,0,235.0,katherinsb,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
528,537,cap182,2,0.0,0,214.17,cap182,0.0,1.0,4.0,2.0,0.0,49.17,20.0,29.17,0.0
529,538,fffeelipe,2,0.0,0,75.0,fffeelipe,1.0,0.0,5.0,3.0,1.0,172.5,60.0,37.5,0.0
530,539,jcneivaa,2,0.0,0,235.0,jcneivaa,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
531,540,MogGy94,2,0.0,0,235.0,MogGy94,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
532,541,juandavidro,2,0.478260869565217,0,119.17,juandavidro,1.0,2.0,2.0,2.0,1.0,175.83,80.0,58.33,0.0
533,542,hsmartineza,2,0.5,0,160.83,hsmartineza,0.0,1.0,3.0,2.0,4.0,230.83,60.0,45.83,75.0
534,543,camilo13152,2,0.518987341772152,0,144.17,camilo13152,3.0,5.0,5.0,2.0,4.0,218.33,60.0,33.33,75.0
535,544,jjrodriguezn,2,0.52,0,135.83,jjrodriguezn,2.0,2.0,3.0,1.0,3.0,103.33,20.0,45.83,0.0
536,545,pcberriop,2,0.551724137931035,0,81.67,pcberriop,0.0,1.0,3.0,2.0,4.0,165.83,20.0,33.33,62.5
537,546,JoseMolano,2,0.556818181818182,0,101.67,JoseMolano,1.0,5.0,4.0,4.0,1.0,289.17,60.0,41.67,100.0
538,547,UNhcrodriguezl,2,0.583333333333333,0,56.67,UNhcrodriguezl,3.0,3.0,5.0,3.0,6.0,190.83,20.0,33.33,62.5
539,548,pipemax85,2,0.628571428571429,0,144.17,pipemax85,1.0,3.0,5.0,2.0,1.0,103.33,20.0,33.33,0.0
540,549,capinillab,2,0.658536585365854,0,0.0,capinillab,0.0,0.0,0.0,0.0,0.0,226.67,60.0,41.67,62.5
541,550,camilo654,2,0.678571428571429,0,52.5,camilo654,0.0,1.0,4.0,2.0,1.0,161.67,20.0,29.17,62.5
542,551,DglyP,2,0.6875,0,124.17,DglyP,1.0,3.0,4.0,3.0,3.0,140.0,40.0,50.0,0.0
543,552,jdsuarezj,2,0.688311688311688,0,122.5,jdsuarezj,1.0,3.0,3.0,2.0,8.0,293.33,60.0,58.33,100.0
544,553,Judgarciani,2,0.690140845070423,0,160.83,Judgarciani,3.0,3.0,4.0,2.0,8.0,221.67,80.0,79.17,0.0
545,554,lfvalderrama,2,0.72972972972973,0,105.83,lfvalderrama,0.0,3.0,5.0,2.0,1.0,250.42,40.0,54.17,68.75
546,555,cdcordobaa,2,0.808510638297872,0,56.67,cdcordobaa,2.0,4.0,5.0,2.0,1.0,190.83,20.0,33.33,62.5
547,556,NicolasZon,2,0.8125,0,147.5,NicolasZon,3.0,3.0,3.0,1.0,0.0,87.5,0.0,25.0,25.0
548,557,CristianLozano,2,0.8125,0,144.17,,,,,,0.0,86.67,20.0,29.17,0.0
549,558,sacastroc,2,0.814102564102564,0,44.17,sacastroc,1.0,2.0,4.0,2.0,9.0,215.83,20.0,33.33,62.5
550,559,bsgarciac,2,0.815789473684211,0,15.83,bsgarciac,0.0,3.0,4.0,2.0,3.0,272.5,60.0,50.0,87.5
551,560,mnguzmanc,2,0.833333333333333,0,27.5,mnguzmanc,2.0,1.0,3.0,2.0,12.0,236.67,20.0,41.67,75.0
552,561,odprietoh,2,0.843137254901961,0,185.0,odprietoh,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
553,562,gabi04,2,0.870967741935484,0,185.0,gabi04,0.0,0.0,5.0,2.0,1.0,74.17,20.0,29.17,0.0
554,563,janoguerab,2,0.883720930232558,0,160.83,janoguerab,3.0,3.0,4.0,2.0,0.0,99.17,20.0,29.17,0.0
555,564,leavendanoro,2,0.885245901639344,0,135.0,leavendanoro,0.0,1.0,4.0,1.0,6.0,112.5,0.0,25.0,25.0
556,565,Moimolcp,2,0.891304347826087,0,126.67,Moimolcp,1.0,1.0,5.0,1.0,3.0,170.0,20.0,62.5,25.0
557,566,jmcuestasb,2,0.901234567901235,0,106.67,jmcuestasb,1.0,3.0,4.0,2.0,2.0,132.5,20.0,50.0,0.0
558,567,CamiloRueda,2,0.941176470588235,0,185.0,CamiloRueda,3.0,3.0,6.0,1.0,0.0,50.0,0.0,25.0,0.0
559,568,juanescai,3,0.0,0,231.66,juanescai,1.0,2.0,5.0,2.0,1.0,50.0,0.0,25.0,25.0
560,569,jdsolanos,3,0.0,0,293.33,jdsolanos,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
561,570,maikellPardoA,3,0.0,0,210.0,maikellPardoA,3.0,3.0,3.0,2.0,0.0,25.0,0.0,0.0,0.0
562,571,cap182,3,0.0,0,244.16,cap182,0.0,1.0,4.0,2.0,0.0,49.17,20.0,29.17,0.0
563,572,annipi,3,0.0,0,293.33,annipi,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
564,573,jcneivaa,3,0.0,0,293.33,jcneivaa,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
565,574,fmbernalb,3,0.0,0,293.33,fmbernalb,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
566,575,MogGy94,3,0.0,0,293.33,MogGy94,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
567,576,yocuervoc,3,0.0,0,293.33,yocuervoc,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
568,577,fffeelipe,3,0.0,0,120.83,fffeelipe,1.0,0.0,5.0,3.0,3.0,192.92,20.0,29.17,43.75
569,578,juandavidro,3,0.478260869565217,0,117.5,juandavidro,1.0,2.0,2.0,2.0,1.0,111.67,20.0,54.17,0.0
570,579,JoseMolano,3,0.514705882352941,0,4.15999999999997,JoseMolano,1.0,5.0,4.0,4.0,1.0,216.67,0.0,58.33,70.83
571,580,jjrodriguezn,3,0.545454545454545,0,190.0,jjrodriguezn,2.0,2.0,3.0,1.0,0.0,131.67,40.0,54.17,0.0
572,581,capinillab,3,0.576271186440678,0,66.66,capinillab,0.0,0.0,0.0,0.0,1.0,251.67,60.0,54.17,75.0
573,582,UNhcrodriguezl,3,0.591836734693878,0,102.5,UNhcrodriguezl,3.0,3.0,5.0,3.0,1.0,215.83,20.0,41.67,79.17
574,583,camilo13152,3,0.597938144329897,0,75.0,camilo13152,3.0,5.0,5.0,2.0,3.0,243.33,60.0,45.83,75.0
575,584,pipemax85,3,0.628571428571429,0,190.0,pipemax85,1.0,3.0,5.0,2.0,0.0,103.33,20.0,33.33,0.0
576,585,hsmartineza,3,0.636363636363636,0,62.5,hsmartineza,0.0,1.0,3.0,2.0,2.0,176.25,20.0,37.5,56.25
577,586,camilo654,3,0.679245283018868,0,131.66,camilo654,0.0,1.0,4.0,2.0,1.0,243.33,60.0,33.33,75.0
578,587,jdsuarezj,3,0.703296703296703,0,0.0,jdsuarezj,1.0,3.0,3.0,2.0,0.0,276.67,60.0,66.67,75.0
579,588,Judgarciani,3,0.706666666666667,0,71.66,Judgarciani,3.0,3.0,4.0,2.0,4.0,242.5,80.0,87.5,0.0
580,589,pcberriop,3,0.752688172043011,0,127.5,pcberriop,0.0,1.0,3.0,2.0,1.0,165.83,20.0,33.33,62.5
581,590,lfvalderrama,3,0.774193548387097,0,42.91,lfvalderrama,0.0,3.0,5.0,2.0,1.0,207.5,20.0,50.0,50.0
582,591,cdcordobaa,3,0.808510638297872,0,102.5,cdcordobaa,2.0,4.0,5.0,2.0,0.0,190.83,20.0,33.33,62.5
583,592,CristianLozano,3,0.8125,0,206.66,,,,,,0.0,147.5,60.0,50.0,0.0
584,593,NicolasZon,3,0.8125,0,205.83,NicolasZon,3.0,3.0,3.0,1.0,0.0,87.5,0.0,25.0,25.0
585,594,bsgarciac,3,0.849056603773585,0,20.83,bsgarciac,0.0,3.0,4.0,2.0,5.0,313.33,80.0,70.83,87.5
586,595,odprietoh,3,0.861111111111111,0,293.33,odprietoh,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
587,596,katherinsb,3,0.861111111111111,0,293.33,katherinsb,1.0,2.0,4.0,2.0,0.0,128.33,20.0,45.83,25.0
588,597,sacastroc,3,0.870967741935484,0,77.5,sacastroc,1.0,2.0,4.0,2.0,3.0,220.0,20.0,50.0,62.5
589,598,gabi04,3,0.870967741935484,0,219.16,gabi04,0.0,0.0,5.0,2.0,0.0,74.17,20.0,29.17,0.0
590,599,leavendanoro,3,0.876190476190476,0,180.83,leavendanoro,0.0,1.0,4.0,1.0,1.0,125.0,0.0,25.0,25.0
591,600,janoguerab,3,0.87719298245614,0,194.16,janoguerab,3.0,3.0,4.0,2.0,0.0,99.17,20.0,29.17,0.0
592,601,Moimolcp,3,0.885496183206107,0,123.33,Moimolcp,1.0,1.0,5.0,1.0,3.0,120.83,0.0,33.33,25.0
593,602,jmcuestasb,3,0.906666666666667,0,160.83,jmcuestasb,1.0,3.0,4.0,2.0,1.0,220.83,100.0,58.33,0.0
594,603,mnguzmanc,3,0.921052631578947,0,56.66,mnguzmanc,2.0,1.0,3.0,2.0,7.0,245.0,20.0,37.5,100.0
595,604,CamiloRueda,3,0.941176470588235,0,243.33,CamiloRueda,3.0,3.0,6.0,1.0,0.0,70.0,20.0,25.0,0.0
596,605,DglyP,3,0.985309190297233,0,153.33,DglyP,1.0,3.0,4.0,3.0,1.0,162.5,0.0,25.0,50.0
597,606,fffeelipe,4,0.0,0,120.41,fffeelipe,1.0,0.0,5.0,3.0,1.0,199.17,20.0,29.17,50.0
598,607,yocuervoc,4,0.0,0,313.33,yocuervoc,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
599,608,MogGy94,4,0.0,0,313.33,MogGy94,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
600,609,fmbernalb,4,0.0,0,313.33,fmbernalb,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
601,610,jcneivaa,4,0.0,0,313.33,jcneivaa,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
602,611,jdsolanos,4,0.0,0,313.33,jdsolanos,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
603,612,annipi,4,0.0,0,313.33,annipi,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
604,613,cap182,4,0.0,0,264.16,cap182,0.0,1.0,4.0,2.0,0.0,49.17,20.0,29.17,0.0
605,614,juanescai,4,0.0,0,263.33,juanescai,1.0,2.0,5.0,2.0,1.0,50.0,0.0,25.0,25.0
606,615,maikellPardoA,4,0.0,0,288.33,maikellPardoA,3.0,3.0,3.0,2.0,0.0,87.5,0.0,37.5,25.0
607,616,JoseMolano,4,0.547169811320755,0,96.66,JoseMolano,1.0,5.0,4.0,4.0,1.0,276.67,60.0,66.67,75.0
608,617,jjrodriguezn,4,0.571428571428571,0,181.66,jjrodriguezn,2.0,2.0,3.0,1.0,1.0,255.83,60.0,58.33,87.5
609,618,UNhcrodriguezl,4,0.591836734693878,0,97.5,UNhcrodriguezl,3.0,3.0,5.0,3.0,0.0,263.33,80.0,33.33,75.0
610,619,camilo13152,4,0.597938144329897,0,70.0,camilo13152,3.0,5.0,5.0,2.0,2.0,222.5,60.0,50.0,37.5
611,620,hsmartineza,4,0.657142857142857,0,137.08,hsmartineza,0.0,1.0,3.0,2.0,2.0,180.83,20.0,33.33,52.5
612,621,camilo654,4,0.678571428571429,0,70.0,camilo654,0.0,1.0,4.0,2.0,1.0,199.17,20.0,29.17,75.0
613,622,juandavidro,4,0.68421052631579,0,201.66,juandavidro,1.0,2.0,2.0,2.0,1.0,153.33,20.0,58.33,25.0
614,623,jdsuarezj,4,0.688311688311688,0,36.66,jdsuarezj,1.0,3.0,3.0,2.0,0.0,272.5,60.0,50.0,87.5
615,624,pipemax85,4,0.694915254237288,0,210.0,pipemax85,1.0,3.0,5.0,2.0,0.0,115.83,20.0,33.33,0.0
616,625,Judgarciani,4,0.720588235294118,0,70.83,Judgarciani,3.0,3.0,4.0,2.0,7.0,325.0,100.0,58.33,66.67
617,626,capinillab,4,0.770642201834862,0,61.66,capinillab,0.0,0.0,0.0,0.0,1.0,264.17,60.0,54.17,75.0
618,627,lfvalderrama,4,0.786407766990291,0,105.83,lfvalderrama,0.0,3.0,5.0,2.0,1.0,352.92,80.0,66.67,106.25
619,628,pcberriop,4,0.808917197452229,0,147.5,pcberriop,0.0,1.0,3.0,2.0,2.0,195.0,20.0,37.5,62.5
620,629,NicolasZon,4,0.8125,0,225.83,NicolasZon,3.0,3.0,3.0,1.0,0.0,87.5,0.0,25.0,25.0
621,630,CristianLozano,4,0.8125,0,165.83,,,,,,0.0,90.83,20.0,33.33,0.0
622,631,cdcordobaa,4,0.846153846153846,0,122.5,cdcordobaa,2.0,4.0,5.0,2.0,0.0,190.83,20.0,33.33,62.5
623,632,bsgarciac,4,0.85,0,0.0,bsgarciac,0.0,3.0,4.0,2.0,4.0,320.83,100.0,70.83,75.0
624,633,sacastroc,4,0.861386138613861,0,93.33,sacastroc,1.0,2.0,4.0,2.0,1.0,226.25,20.0,50.0,68.75
625,634,gabi04,4,0.871559633027523,0,239.16,gabi04,0.0,0.0,5.0,2.0,1.0,157.5,20.0,29.17,58.33
626,635,janoguerab,4,0.87719298245614,0,214.16,janoguerab,3.0,3.0,4.0,2.0,0.0,111.67,20.0,29.17,0.0
627,636,Moimolcp,4,0.88961038961039,0,192.5,Moimolcp,1.0,1.0,5.0,1.0,2.0,304.17,100.0,62.5,66.67
628,637,leavendanoro,4,0.891891891891892,0,188.33,leavendanoro,0.0,1.0,4.0,1.0,1.0,206.67,40.0,66.67,25.0
629,638,odprietoh,4,0.900584795321638,0,313.33,odprietoh,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
630,639,jmcuestasb,4,0.906666666666667,0,92.5,jmcuestasb,1.0,3.0,4.0,2.0,1.0,254.17,100.0,54.17,25.0
631,640,mnguzmanc,4,0.91747572815534,0,68.33,mnguzmanc,2.0,1.0,3.0,2.0,8.0,290.0,60.0,75.0,67.5
632,641,CamiloRueda,4,0.9375,0,243.33,CamiloRueda,3.0,3.0,6.0,1.0,0.0,54.17,0.0,29.17,0.0
633,642,katherinsb,4,0.962828282828283,0,185.0,katherinsb,1.0,2.0,4.0,2.0,1.0,136.67,20.0,37.5,16.67
634,643,DglyP,4,0.982191250483933,0,150.83,DglyP,1.0,3.0,4.0,3.0,11.0,195.0,20.0,25.0,50.0
635,644,annumumozme,1,0.0,0,263.33,,,,,,0.0,103.33,20.0,45.83,0.0
636,645,kastellanos,1,0.0,1,329.17,kastellanos,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
637,646,tres-iqus,1,0.0,2,260.0,tres-iqus,1.0,1.0,4.0,0.0,0.0,12.5,0.0,0.0,0.0
638,647,annumumozme,2,0.0,0,144.17,,,,,,0.0,0.0,0.0,0.0,0.0
639,648,kastellanos,2,0.0,1,333.33,kastellanos,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
640,649,tres-iqus,2,0.0,2,317.5,tres-iqus,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
641,650,annumumozme,3,0.0,0,293.33,,,,,,0.0,0.0,0.0,0.0,0.0
642,651,kastellanos,3,0.0,1,345.83,kastellanos,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
643,652,tres-iqus,3,0.0,2,358.33,tres-iqus,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
644,653,annumumozme,4,0.0,0,313.33,,,,,,0.0,237.5,40.0,37.5,60.0
645,654,kastellanos,4,0.0,1,350.0,kastellanos,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
646,655,tres-iqus,4,0.0,2,358.33,tres-iqus,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
